-0.00655632,1.412633,-0.6640952,0.07610306,0.0076038744,0.15042743,0.0,0.0
-0.013019944,1.4137701,-0.65149987,0.050504982,0.012691013,0.1017526,0.0,0.0
-0.019411182,1.414314,-0.6424104,0.02414446,0.015947925,0.06514421,0.0,0.0
-0.025721932,1.4142609,-0.63232476,-0.0023760193,0.017179634,0.024636354,0.0,0.0
-0.03193493,1.4136064,-0.6200614,-0.02907657,0.015952328,-0.024548272,0.0,0.0
-0.038057804,1.41236,-0.60876304,-0.05536414,0.012459372,-0.06986545,0.0,0.0
-0.044106673,1.4105046,-0.5994698,-0.08241989,0.0071084346,-0.10702857,0.0,0.0
-0.050093938,1.4080558,-0.5917532,-0.10882891,0.00021431227,-0.1378953,0.0,0.0
-0.056013204,1.4050028,-0.5832193,-0.1356986,-0.008385348,-0.17200904,0.0,0.0
-0.06186514,1.4013512,-0.5748113,-0.16238743,-0.018663624,-0.20558457,0.0,0.0
-0.06759167,1.3982639,-0.5627882,-0.13736825,-0.028415415,-0.19505386,0.0,0.0
-0.073320866,1.3952837,-0.56298363,-0.13266142,-0.03824448,-0.19659892,0.0,0.0
-0.07887592,1.3923542,-0.5463198,-0.13045588,-0.04732925,-0.18171217,0.0,0.0
-0.08441124,1.3900526,-0.5442627,-0.10260632,-0.05650518,-0.1835355,0.0,0.0
-0.089881994,1.3871584,-0.536193,-0.12907584,-0.06728419,-0.21559982,0.0,0.0
-0.09540148,1.3844607,-0.54067606,-0.12044559,-0.07845962,-0.22352922,0.0,0.0
-0.10098352,1.3811653,-0.5485452,-0.14699191,-0.08805102,-0.19184528,0.0,0.0
-0.10664854,1.3772833,-0.55895555,-0.17299162,-0.095535964,-0.1497123,0.0,0.0
-0.11236944,1.3738735,-0.56396043,-0.15208091,-0.10360131,-0.16132173,0.0,0.0
-0.118078806,1.3704891,-0.56267923,-0.15101385,-0.11181459,-0.16428027,0.0,0.0
-0.12386723,1.3665164,-0.572601,-0.17704338,-0.1180196,-0.124111615,0.0,0.0
-0.12960558,1.3631465,-0.5673948,-0.15028906,-0.12443476,-0.12831509,0.0,0.0
-0.13509417,1.360317,-0.543139,-0.12624542,-0.13013633,-0.11404152,0.0,0.0
-0.14035368,1.3577937,-0.52092713,-0.112588316,-0.13514867,-0.100255944,0.0,0.0
-0.14555235,1.3546649,-0.5133152,-0.13966104,-0.14168906,-0.13081934,0.0,0.0
-0.15081577,1.3509463,-0.5220207,-0.16569094,-0.14600807,-0.08638692,0.0,0.0
-0.15615845,1.346626,-0.5313514,-0.19230029,-0.14891905,-0.058219217,0.0,0.0
-0.16135816,1.3431315,-0.51705414,-0.15560481,-0.15182772,-0.058173258,0.0,0.0
-0.16633797,1.3402046,-0.495533,-0.13033707,-0.15427575,-0.048960477,0.0,0.0
